2025-07-14 10:16:03.100 [restartedMain] INFO  c.payroll.texas.PayrollApplication - Starting PayrollApplication using Java 17.0.12 with PID 16288 (C:\Users\HP\OneDrive\Desktop\texaspayrollgvkss\gvkss-payrollbackend\payroll\target\classes started by HP in C:\Users\HP\OneDrive\Desktop\texaspayrollgvkss\gvkss-payrollbackend\payroll)
2025-07-14 11:10:18.697 [http-nio-8080-exec-1] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:10:18.697 [http-nio-8080-exec-1] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:10:18.698 [http-nio-8080-exec-1] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:10:18.704 [http-nio-8080-exec-1] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 3 employees for company 4 and status ACTIVE
2025-07-14 11:10:18.848 [http-nio-8080-exec-5] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:10:18.853 [http-nio-8080-exec-5] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:10:18.853 [http-nio-8080-exec-5] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:10:18.853 [http-nio-8080-exec-5] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:10:18.859 [http-nio-8080-exec-5] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 3 employees for company 4 and status ACTIVE
2025-07-14 11:10:19.124 [http-nio-8080-exec-8] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:10:19.129 [http-nio-8080-exec-8] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:10:19.129 [http-nio-8080-exec-8] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:10:19.129 [http-nio-8080-exec-8] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:10:19.136 [http-nio-8080-exec-8] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 3 employees for company 4 and status ACTIVE
2025-07-14 11:10:21.430 [http-nio-8080-exec-4] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:10:21.430 [http-nio-8080-exec-4] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:10:21.430 [http-nio-8080-exec-4] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:10:21.430 [http-nio-8080-exec-4] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: TERMINATED
2025-07-14 11:10:21.435 [http-nio-8080-exec-4] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 1 employees for company 4 and status TERMINATED
2025-07-14 11:10:23.105 [http-nio-8080-exec-7] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:10:23.109 [http-nio-8080-exec-7] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:10:23.110 [http-nio-8080-exec-7] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:10:23.110 [http-nio-8080-exec-7] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: INACTIVE
2025-07-14 11:10:23.115 [http-nio-8080-exec-7] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 0 employees for company 4 and status INACTIVE
2025-07-14 11:10:23.639 [http-nio-8080-exec-2] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:10:23.643 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:10:23.643 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:10:23.646 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:10:23.652 [http-nio-8080-exec-2] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 3 employees for company 4 and status ACTIVE
2025-07-14 11:15:07.801 [http-nio-8080-exec-7] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:15:07.806 [http-nio-8080-exec-7] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:15:07.808 [http-nio-8080-exec-7] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:15:07.809 [http-nio-8080-exec-7] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:15:07.815 [http-nio-8080-exec-7] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 3 employees for company 4 and status ACTIVE
2025-07-14 11:15:07.822 [http-nio-8080-exec-4] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:15:07.824 [http-nio-8080-exec-4] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:15:07.824 [http-nio-8080-exec-4] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:15:07.824 [http-nio-8080-exec-4] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:15:07.841 [http-nio-8080-exec-4] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 3 employees for company 4 and status ACTIVE
2025-07-14 11:17:33.831 [RMI TCP Connection(42)-127.0.0.1] INFO  o.s.b.a.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin - Application shutdown requested.
2025-07-14 11:17:33.838 [RMI TCP Connection(42)-127.0.0.1] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-07-14 11:17:33.965 [tomcat-shutdown] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
2025-07-14 11:17:36.778 [restartedMain] INFO  c.payroll.texas.PayrollApplication - Starting PayrollApplication using Java 17.0.12 with PID 9900 (C:\Users\HP\OneDrive\Desktop\texaspayrollgvkss\gvkss-payrollbackend\payroll\target\classes started by HP in C:\Users\HP\OneDrive\Desktop\texaspayrollgvkss\gvkss-payrollbackend\payroll)
2025-07-14 11:17:36.781 [restartedMain] INFO  c.payroll.texas.PayrollApplication - No active profile set, falling back to 1 default profile: "default"
2025-07-14 11:17:36.833 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2025-07-14 11:17:36.833 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2025-07-14 11:17:38.396 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-07-14 11:17:38.459 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1626 ms
2025-07-14 11:17:39.117 [restartedMain] INFO  org.flywaydb.core.FlywayExecutor - Database: jdbc:postgresql://localhost:5432/texas_payroll (PostgreSQL 17.5)
2025-07-14 11:17:39.450 [restartedMain] INFO  o.f.core.internal.command.DbMigrate - Current version of schema "public": 8
2025-07-14 11:17:39.453 [restartedMain] INFO  o.f.core.internal.command.DbMigrate - Schema "public" is up to date. No migration necessary.
2025-07-14 11:17:39.947 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000025: PostgreSQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2025-07-14 11:17:42.055 [restartedMain] INFO  c.p.t.controller.EmployeeController - EmployeeController is being instantiated!
2025-07-14 11:17:42.182 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2025-07-14 11:17:42.548 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2025-07-14 11:17:42.588 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-07-14 11:17:42.600 [restartedMain] INFO  c.payroll.texas.PayrollApplication - Started PayrollApplication in 6.461 seconds (process running for 7.255)
2025-07-14 11:20:08.572 [http-nio-8080-exec-3] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-07-14 11:20:08.574 [http-nio-8080-exec-3] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 2 ms
2025-07-14 11:20:38.441 [http-nio-8080-exec-9] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:20:38.444 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:20:38.444 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:20:38.472 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:20:38.502 [http-nio-8080-exec-9] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 3 employees for company 4 and status ACTIVE
2025-07-14 11:20:38.516 [http-nio-8080-exec-2] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:20:38.524 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:20:38.526 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:20:38.528 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:20:38.535 [http-nio-8080-exec-2] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 3 employees for company 4 and status ACTIVE
2025-07-14 11:29:10.334 [http-nio-8080-exec-7] INFO  c.p.t.controller.EmployeeController - Received request to add employee with company. Payload keys: [employee]
2025-07-14 11:29:10.350 [http-nio-8080-exec-7] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:29:10.350 [http-nio-8080-exec-7] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:29:10.350 [http-nio-8080-exec-7] INFO  c.p.t.controller.EmployeeController - Converting employee object to Employee entity...
2025-07-14 11:29:10.398 [http-nio-8080-exec-7] INFO  c.p.t.controller.EmployeeController - Saving employee: Raju Raju
2025-07-14 11:29:10.398 [http-nio-8080-exec-7] INFO  c.p.texas.service.EmployeeService - Saving employee: john@gmail.com
2025-07-14 11:29:10.398 [http-nio-8080-exec-7] INFO  c.p.texas.service.EmployeeService - SSN encryption temporarily disabled for testing
2025-07-14 11:29:10.398 [http-nio-8080-exec-7] INFO  c.p.texas.service.EmployeeService - Bank account encryption temporarily disabled for testing
2025-07-14 11:29:10.398 [http-nio-8080-exec-7] INFO  c.p.texas.service.EmployeeService - Bank routing encryption temporarily disabled for testing
2025-07-14 11:29:10.471 [http-nio-8080-exec-7] INFO  c.p.texas.service.EmployeeService - Employee saved successfully with ID: 14
2025-07-14 11:29:10.494 [http-nio-8080-exec-9] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:29:10.506 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:29:10.509 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:29:10.509 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:29:10.519 [http-nio-8080-exec-9] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 4 employees for company 4 and status ACTIVE
2025-07-14 11:29:12.861 [http-nio-8080-exec-2] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:29:12.871 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:29:12.871 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:29:12.871 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: TERMINATED
2025-07-14 11:29:12.882 [http-nio-8080-exec-2] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 1 employees for company 4 and status TERMINATED
2025-07-14 11:29:14.594 [http-nio-8080-exec-3] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:29:14.596 [http-nio-8080-exec-3] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:29:14.596 [http-nio-8080-exec-3] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:29:14.596 [http-nio-8080-exec-3] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:29:14.628 [http-nio-8080-exec-3] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 4 employees for company 4 and status ACTIVE
2025-07-14 11:29:15.501 [http-nio-8080-exec-10] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:29:15.512 [http-nio-8080-exec-10] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:29:15.513 [http-nio-8080-exec-10] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:29:15.513 [http-nio-8080-exec-10] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: TERMINATED
2025-07-14 11:29:15.529 [http-nio-8080-exec-10] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 1 employees for company 4 and status TERMINATED
2025-07-14 11:36:37.695 [RMI TCP Connection(27)-127.0.0.1] INFO  o.s.b.a.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin - Application shutdown requested.
2025-07-14 11:36:37.695 [RMI TCP Connection(27)-127.0.0.1] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-07-14 11:36:37.877 [tomcat-shutdown] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
2025-07-14 11:36:40.422 [restartedMain] INFO  c.payroll.texas.PayrollApplication - Starting PayrollApplication using Java 17.0.12 with PID 15116 (C:\Users\HP\OneDrive\Desktop\texaspayrollgvkss\gvkss-payrollbackend\payroll\target\classes started by HP in C:\Users\HP\OneDrive\Desktop\texaspayrollgvkss\gvkss-payrollbackend\payroll)
2025-07-14 11:36:40.424 [restartedMain] INFO  c.payroll.texas.PayrollApplication - No active profile set, falling back to 1 default profile: "default"
2025-07-14 11:36:40.470 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2025-07-14 11:36:40.470 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2025-07-14 11:36:41.925 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-07-14 11:36:41.997 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1526 ms
2025-07-14 11:36:42.474 [restartedMain] INFO  org.flywaydb.core.FlywayExecutor - Database: jdbc:postgresql://localhost:5432/texas_payroll (PostgreSQL 17.5)
2025-07-14 11:36:42.611 [restartedMain] INFO  o.f.core.internal.command.DbMigrate - Current version of schema "public": 8
2025-07-14 11:36:42.616 [restartedMain] INFO  o.f.core.internal.command.DbMigrate - Schema "public" is up to date. No migration necessary.
2025-07-14 11:36:43.160 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000025: PostgreSQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2025-07-14 11:36:45.369 [restartedMain] INFO  c.p.t.controller.EmployeeController - EmployeeController is being instantiated!
2025-07-14 11:36:45.484 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2025-07-14 11:36:45.850 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2025-07-14 11:36:45.927 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-07-14 11:36:45.937 [restartedMain] INFO  c.payroll.texas.PayrollApplication - Started PayrollApplication in 6.122 seconds (process running for 6.876)
2025-07-14 11:36:56.325 [http-nio-8080-exec-6] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-07-14 11:36:56.327 [http-nio-8080-exec-6] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2025-07-14 11:37:00.176 [http-nio-8080-exec-7] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:37:00.186 [http-nio-8080-exec-7] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:37:00.186 [http-nio-8080-exec-7] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:37:00.201 [http-nio-8080-exec-7] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:37:00.247 [http-nio-8080-exec-7] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 4 employees for company 4 and status ACTIVE
2025-07-14 11:37:00.265 [http-nio-8080-exec-9] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:37:00.266 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:37:00.266 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:37:00.278 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:37:00.294 [http-nio-8080-exec-9] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 4 employees for company 4 and status ACTIVE
2025-07-14 11:37:09.330 [http-nio-8080-exec-3] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:37:09.339 [http-nio-8080-exec-3] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:37:09.341 [http-nio-8080-exec-3] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:37:09.342 [http-nio-8080-exec-3] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: INACTIVE
2025-07-14 11:37:09.358 [http-nio-8080-exec-3] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 1 employees for company 4 and status INACTIVE
2025-07-14 11:37:10.951 [http-nio-8080-exec-1] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:37:10.957 [http-nio-8080-exec-1] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:37:10.957 [http-nio-8080-exec-1] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:37:10.960 [http-nio-8080-exec-1] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:37:10.973 [http-nio-8080-exec-1] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 4 employees for company 4 and status ACTIVE
2025-07-14 11:37:11.924 [http-nio-8080-exec-10] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:37:11.933 [http-nio-8080-exec-10] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:37:11.935 [http-nio-8080-exec-10] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:37:11.936 [http-nio-8080-exec-10] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: INACTIVE
2025-07-14 11:37:11.943 [http-nio-8080-exec-10] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 1 employees for company 4 and status INACTIVE
2025-07-14 11:42:24.411 [http-nio-8080-exec-9] INFO  c.p.t.controller.EmployeeController - Received request to add employee with company. Payload keys: [employee]
2025-07-14 11:42:24.423 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:42:24.424 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:42:24.425 [http-nio-8080-exec-9] INFO  c.p.t.controller.EmployeeController - Converting employee object to Employee entity...
2025-07-14 11:42:24.479 [http-nio-8080-exec-9] INFO  c.p.t.controller.EmployeeController - Saving employee: sathiya sathi
2025-07-14 11:42:24.479 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Saving employee: sathi@gmail.com
2025-07-14 11:42:24.479 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - SSN encryption temporarily disabled for testing
2025-07-14 11:42:24.479 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Bank account encryption temporarily disabled for testing
2025-07-14 11:42:24.479 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Bank routing encryption temporarily disabled for testing
2025-07-14 11:42:24.556 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Employee saved successfully with ID: 15
2025-07-14 11:42:24.579 [http-nio-8080-exec-1] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:42:24.583 [http-nio-8080-exec-1] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:42:24.589 [http-nio-8080-exec-1] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:42:24.591 [http-nio-8080-exec-1] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: INACTIVE
2025-07-14 11:42:24.596 [http-nio-8080-exec-1] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 2 employees for company 4 and status INACTIVE
2025-07-14 11:42:29.526 [http-nio-8080-exec-8] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:42:29.535 [http-nio-8080-exec-8] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:42:29.535 [http-nio-8080-exec-8] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:42:29.535 [http-nio-8080-exec-8] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:42:29.552 [http-nio-8080-exec-8] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 4 employees for company 4 and status ACTIVE
2025-07-14 11:42:31.718 [http-nio-8080-exec-5] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:42:31.726 [http-nio-8080-exec-5] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:42:31.726 [http-nio-8080-exec-5] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:42:31.726 [http-nio-8080-exec-5] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4
2025-07-14 11:42:31.737 [http-nio-8080-exec-5] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 6 employees for company 4
2025-07-14 11:42:34.325 [http-nio-8080-exec-2] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:42:34.334 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:42:34.334 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:42:34.334 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: INACTIVE
2025-07-14 11:42:34.345 [http-nio-8080-exec-2] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 2 employees for company 4 and status INACTIVE
2025-07-14 11:48:34.151 [http-nio-8080-exec-2] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:48:34.156 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:48:34.156 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:48:34.159 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:48:34.166 [http-nio-8080-exec-2] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 4 employees for company 4 and status ACTIVE
2025-07-14 11:48:34.172 [http-nio-8080-exec-1] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:48:34.178 [http-nio-8080-exec-1] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:48:34.178 [http-nio-8080-exec-1] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:48:34.178 [http-nio-8080-exec-1] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:48:34.185 [http-nio-8080-exec-1] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 4 employees for company 4 and status ACTIVE
2025-07-14 11:48:35.487 [http-nio-8080-exec-6] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:48:35.494 [http-nio-8080-exec-6] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:48:35.496 [http-nio-8080-exec-6] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:48:35.497 [http-nio-8080-exec-6] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: INACTIVE
2025-07-14 11:48:35.506 [http-nio-8080-exec-6] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 2 employees for company 4 and status INACTIVE
2025-07-14 11:48:36.431 [http-nio-8080-exec-9] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:48:36.437 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:48:36.440 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:48:36.440 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:48:36.452 [http-nio-8080-exec-9] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 4 employees for company 4 and status ACTIVE
2025-07-14 11:49:59.775 [http-nio-8080-exec-10] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:49:59.780 [http-nio-8080-exec-10] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:49:59.780 [http-nio-8080-exec-10] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
